醫事機構代碼,醫事機構名稱,醫事機構地址,經度,緯度,醫事機構電話,廠牌項目,快篩試劑截至目前結餘存貨數量,來源資料時間,備註
5905320877,靈安藥局,臺南市東區大福里榮譽街３２－２號１樓,120.2163,22.97419,(06)2143727,羅氏家用新冠病毒抗原自我檢測套組,25,2022/05/09 08:09:02,週一至週五早上九點至晚上九點／週六早上九點至中午十二點
5905330220,合樂藥局,臺南市南區灣裡路３０９號,120.1824,22.92566,(06)2625016,羅氏家用新冠病毒抗原自我檢測套組,39,2022/05/09 08:09:02,快篩週一~六中午12點開賣，週日暫停
5905340253,永華台安藥局,臺南市中西區永華路一段１８４、１８４－１號１、２、３樓,120.1919,22.98831,(06)2225531,羅氏家用新冠病毒抗原自我檢測套組,30,2022/05/09 08:09:02,10:00販售快篩試劑（若有收到配送）
5905340262,瑞城藥局,臺南市中西區赤嵌里忠義路二段１７６號１樓,120.2043,22.99649,(06)2215810,羅氏家用新冠病毒抗原自我檢測套組,2,2022/05/09 08:09:02,週四公休 週一二三五六日09:30販售快篩 FB公告最新販售訊息 歡迎追蹤 居隔常備藥販售中
5905350240,健康藥局,臺南市北區長榮路５段２１號,120.2206,23.00827,(06)2003078,羅氏家用新冠病毒抗原自我檢測套組,14,2022/05/09 08:09:02,9:00開始販售快篩，售完為止；六日停止販售快篩
5905350482,大欣藥局,臺南市北區公園路２０３號１樓,120.2077,22.99941,(06)2236828,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,快篩視當日物流情況有所不同，APP數量僅供參考~謝謝
5905350535,開元台安藥局,臺南市北區開元路２８８號１樓,120.2226,23.00852,(06)2083172,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,06-2083172限定下午3點到3點半賣快篩
5905350544,康是美藥局和緯店,臺南市北區福德里和緯路二段２３８號１樓,120.2067,23.01231,(06)2519076,羅氏家用新冠病毒抗原自我檢測套組,57,2022/05/09 08:09:02,實名制快篩因物流配送時間不確定請電話詢問
5905370135,安南日日康藥局,臺南市安南區安和路五段３３號,120.2185,23.06398,(06)3550995,羅氏家用新冠病毒抗原自我檢測套組,20,2022/05/09 08:09:02,實名制快篩試劑周一至周六下午2點開始售完為止
5905370144,仁大藥局,臺南市安南區海佃路三段３４６號１樓,120.1788,23.05322,(06)2561777,羅氏家用新冠病毒抗原自我檢測套組,43,2022/05/09 08:09:02,週一至週六早上八點開始至售完，週日下午五點
5905370260,廣道藥局,臺南市安南區溪心里海佃路三段２１８號１樓,120.1806,23.05119,(06)2568383,羅氏家用新冠病毒抗原自我檢測套組,10,2022/05/09 08:09:02,早上7:10發號碼牌下午3-6點憑號碼牌領快篩；隨時可查『廣道藥局』臉書（FB）。
5905370331,草湖寮王藥局,臺南市安南區梅花里安中路一段６３３號１樓,120.1977,23.04163,(06)2465859,羅氏家用新冠病毒抗原自我檢測套組,47,2022/05/09 08:09:02,5／ 9  5／10  早上8:00開始販售
5905380177,凱順藥局,臺南市安平區育平里健康三街３９號１樓,120.168,22.98595,(06)2999752,羅氏家用新冠病毒抗原自我檢測套組,53,2022/05/09 08:09:02,快篩試劑每日9:00開始，售完為止。
5907010178,華美藥局,高雄市鳳山區建國路三段１６１號,120.3535,22.6367,(07)7452732,羅氏家用新冠病毒抗原自我檢測套組,55,2022/05/09 08:09:02,若有患者領藥優先處理領藥，快篩08-12，14-1730，1830-2050販售，售完為止
5907010187,人人好藥局,高雄市鳳山區五甲三路１０巷７號１樓,120.3278,22.59336,(07)8151566,羅氏家用新冠病毒抗原自我檢測套組,77,2022/05/09 08:09:02,上午0830-1330下午1530-2100， 自2／11-2／29口罩販售周一三四五日，時間:9:00-12:00售完為止
5907010409,好郝藥局,高雄市鳳山區武松里經武路１７８號１樓,120.3642,22.63619,(07)7468840,羅氏家用新冠病毒抗原自我檢測套組,75,2022/05/09 08:09:02,營業日15:00開始販售快篩，售完為止
5907010427,好郝藥局鳳林店,高雄市鳳山區誠智里鳳林路２９０號,120.3779,22.62216,(07)7869188,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,健保快篩周一到周六（周日不販售）下午三點開始現場販售，售完為止
5907011004,永豐久億藥局,高雄市鳳山區和興里五甲一路１１號１樓,120.3586,22.62189,(07)7104281,羅氏家用新冠病毒抗原自我檢測套組,50,2022/05/09 08:09:02,無
5907011200,和成藥局,高雄市鳳山區南成里和成路６５號１樓,120.3379,22.58986,(07)7961566,羅氏家用新冠病毒抗原自我檢測套組,39,2022/05/09 08:09:02,自2／11日~2／29日，營業日08:00~10:00為販賣口罩時間
5907011371,大樹五甲藥局,高雄市鳳山區福祥里五甲三路２４號１－２樓．２６號１－２樓,120.3278,22.59317,(07)8224926,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,快篩實名制，每天16:00開始販售，售完為止。
5907020021,柏康藥局,高雄市岡山區壽天路２２號,120.2938,22.79663,(07)6241688,羅氏家用新冠病毒抗原自我檢測套組,77,2022/05/09 08:09:02,無
5907040014,寶樹藥局,高雄市美濃區中山路１段８８號,120.5393,22.90148,(07)6812323,羅氏家用新冠病毒抗原自我檢測套組,54,2022/05/09 08:09:02,營業日08:00~19:00為販賣快篩試劑時間，售完為止
5907060258,杏合藥局,高雄市大寮區後庄里民族路２７０號１樓,120.3917,22.63746,(07)7023620,羅氏家用新冠病毒抗原自我檢測套組,62,2022/05/09 08:09:02,實名制快篩：週一~週五8:00，週六日9:00開始販售。5／8（日）提前於8:00開始
5907080081,英祥連鎖藥局仁雄店,高雄市仁武區仁雄路３６之２號,120.3512,22.68115,(07)3722509,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,快篩販售時間為星期一～六的14:30至17:00（若提前售完，則售完為止）（14:30開始發號碼牌）
5907080125,仁武丁丁藥局,高雄市仁武區仁和里鳳仁路２１之８號,120.3558,22.6802,(07)3721896,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,自5月1日~5月31日，營業日9:00起為販賣快篩時間，售完為止。
5907080250,仁同藥局,高雄市仁武區八卦里永仁街７０６號１樓,120.3313,22.69072,(07)3736142,羅氏家用新冠病毒抗原自我檢測套組,18,2022/05/09 08:09:02,自5月01日~5月31日，營業日8:00起開始販售，當場刷卡領口罩
5907090032,上鼎藥師健保藥局,高雄市大社區中山路４２３號,120.3526,22.73146,(07)3531053,羅氏家用新冠病毒抗原自我檢測套組,12,2022/05/09 08:09:02,每日9:30開放民眾購買快篩，售完為止。
5907110093,順和藥局,高雄市橋頭區仕豐路５號,120.3087,22.75144,(07)6118688,羅氏家用新冠病毒抗原自我檢測套組,23,2022/05/09 08:09:02,政府快篩發放時間晚上10點-10點半
5907140117,悅安藥局,高雄市阿蓮區和蓮里信義路１１１號,120.3263,22.87952,(07)6319632,羅氏家用新冠病毒抗原自我檢測套組,44,2022/05/09 08:09:02,早上8點開始販售實名制快篩.售完為止
5907140126,天德藥局阿蓮店,高雄市阿蓮區南蓮里忠孝路１６８、１７０號,120.3304,22.87917,(07)6311566,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,販售快篩時間：視快篩到貨時間即開始販售
5907150024,安麗兒藥局路竹店,高雄市路竹區大社路５１號１樓,120.262,22.8632,(07)6071699,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,快篩實名制，週一至週六，早上8：30 開始，售完為止（週日無販售）
5907150239,固德藥局,高雄市路竹區金平路３１２號,120.269,22.86954,(07)6978641,羅氏家用新冠病毒抗原自我檢測套組,48,2022/05/09 08:09:02,每日下午三點販售實名制快篩
5907160075,安麗兒藥局東方店,高雄市湖內區湖東里東方路９０號,120.2483,22.87968,(07)6936029,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,領快篩時間一~日早上11點開始~售完 （以郵局配送時間為主）
5907160093,保生藥局,高雄市湖內區葉厝里保生路３４０．３４２號,120.2195,22.90733,(07)6990800,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,快篩實名制，每天16:00開始販售，售完為止。
5907240014,博林健保藥局,高雄市內門區觀亭里中正路１６０巷５１號,120.4539,22.9232,(07)6671883,羅氏家用新冠病毒抗原自我檢測套組,62,2022/05/09 08:09:02,自2／11日~2／29日，營業日07:40~18:00為販賣口罩時間，售完為止
5907290176,為安藥局,高雄市鼓山區九如四路９５９號,120.2788,22.65541,(07)5212912,羅氏家用新冠病毒抗原自我檢測套組,71,2022/05/09 08:09:02,快篩實名制販賣時間：星期一至星期六  10:00開始，賣完為止  星期日休息
5907290238,聯合藥師藥局,高雄市鼓山區中華一路９７０號１樓,120.2919,22.65515,(07)5500558,羅氏家用新冠病毒抗原自我檢測套組,6,2022/05/09 08:09:02,5／8星期日預計11:00開始販售快篩，請從騎樓排隊並遵守防疫規範
5907300168,金元藥局,高雄市左營區重愛路２２０號,120.3156,22.68562,(07)3458378,羅氏家用新冠病毒抗原自我檢測套組,22,2022/05/09 08:09:02,快篩試劑郵差配送，約10點至11點左右會送到藥局，即開始販售，星期四，六營業時間至中午12點
5907300177,人尚大藥局,高雄市左營區榮總路１０９號１樓,120.3217,22.67927,(07)3100000,羅氏家用新冠病毒抗原自我檢測套組,22,2022/05/09 08:09:02,星期一到星期六 早上7:40開始銷售，星期日早上8:40，售完為止
5907300417,森森藥師藥局,高雄市左營區緯六路２１５號１樓,120.2874,22.69707,(07)5853600,羅氏家用新冠病毒抗原自我檢測套組,58,2022/05/09 08:09:02,快篩販售（W1~W5） 8~19點；（W6） 8:30~12點，售完為止
5907300515,詮裕藥局,高雄市左營區華夏路７０６號１樓,120.3022,22.6778,(07)3453942,羅氏家用新冠病毒抗原自我檢測套組,55,2022/05/09 08:09:02,星期一到星期六早上8點銷售到售完為止.星期日---無
5907300659,維康藥局高榮店,高雄市左營區榮總路１６３號、１６５號,120.3216,22.6809,(07)3494540,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,平常日0900-1700為快篩販賣時間賣完為止！假日1000-1800
5907300677,佳寧峰藥局,高雄市左營區部後街２號,120.2886,22.6834,(07)5886408,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,快篩試劑販賣時段:上午8:30起至售完為止
5907300766,悠仁藥局,高雄市左營區自由三路１７０號,120.3113,22.67165,(07)3457979,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,今日快篩0900開始販售。如提前一天配送，則為早上0900販售。不便之處，敬請見諒
5907300800,元大藥師健保藥局,高雄市左營區榮德街３２７號,120.3211,22.68636,(07)3507531,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,無
5907310137,青田藥局,高雄市楠梓區監理南街６８號,120.3188,22.72897,(07)3648257,羅氏家用新冠病毒抗原自我檢測套組,23,2022/05/09 08:09:02,銷售時間才販賣，別在看庫存了 ／ 周一至周五上午10:30-11:00 下午14:30-15:00 晚上19:00-20:00
5907310173,安健藥局,高雄市楠梓區鳳楠路２５０號,120.3296,22.72617,(07)3520167,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,2／06起營業日早上8點開始販賣，周六日早上8:30 .售完為止
5907320259,明誠藥局,高雄市三民區明誠一路１７２號,120.3273,22.65994,(07)3108636,羅氏家用新冠病毒抗原自我檢測套組,19,2022/05/09 08:09:02,星期一到星期六不限時辰，有庫存就售快篩.星期日下午3點售快篩
5907320651,未來照護藥局,高雄市三民區鼎瑞街１０８號１樓,120.3154,22.66606,(07)3105356,羅氏家用新冠病毒抗原自我檢測套組,77,2022/05/09 08:09:02,實名制快篩發放規則: 周一至周六AM10:00發號碼牌，下午14:00~21:30為領取快篩時間  每 周日為公休日
5907320704,建工台安藥局,高雄市三民區建工路４９９號之１,120.3224,22.64884,(07)3807521,羅氏家用新冠病毒抗原自我檢測套組,70,2022/05/09 08:09:02,實名制快篩每日9:00開始販售，售完為止。
5907320946,熊安心藥局,高雄市三民區陽明路４０８號,120.3429,22.64609,(07)3815212,羅氏家用新冠病毒抗原自我檢測套組,25,2022/05/09 08:09:02,週一 ~ 週六快篩 14:00 販售
5907321005,諾亞藥局,高雄市三民區鼎華路１４號１樓,120.3164,22.65139,(07)3929966,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,快篩早上10:00開始，營業時間:（一-五）早上8:00-12:00，下午02:30-6:00（五-下午5:30休息，六-開上午半天，日-休息）
5907321078,振源藥局,高雄市三民區熱河一街３５５號１樓,120.3061,22.64365,(07)3112541,羅氏家用新冠病毒抗原自我檢測套組,11,2022/05/09 08:09:02,4／30起15:00開始販售快篩，六日皆有營業
5907330184,崇信藥局,高雄市新興區中正四路５３號１樓,120.3,22.6305,(07)2810205,羅氏家用新冠病毒抗原自我檢測套組,62,2022/05/09 08:09:02,快篩實名制早上8:00開始販售，人多時發放號碼牌。
5907330228,林森合豐藥局,高雄市新興區林森一路３７號１樓,120.305,22.62388,(07)2823313,羅氏家用新冠病毒抗原自我檢測套組,3,2022/05/09 08:09:02,無
5907350328,安杏藥局,高雄市苓雅區四維二路９４－１７號,120.3197,22.62273,(07)7511739,羅氏家用新冠病毒抗原自我檢測套組,76,2022/05/09 08:09:02,快篩試劑代售時間自早上9:00點服務
5907350597,武廟台安藥局,高雄市苓雅區武廟路１３３－１號,120.3266,22.63106,(07)7228893,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,實名制快篩販售時間：（一）~（六） 9:00~17:00
5907360146,好芳鄰藥局,高雄市前鎮區光華二路２５７號,120.3179,22.61398,(07)3318657,羅氏家用新冠病毒抗原自我檢測套組,63,2022/05/09 08:09:02,4／28日起.上午08:20~11:00 為販賣快篩時間.售完為止（其餘時間不販賣）
5907360191,欣欣藥局,高雄市前鎮區翠亨北路５７９號,120.3129,22.59226,(07)8124862,羅氏家用新冠病毒抗原自我檢測套組,51,2022/05/09 08:09:02,實名制快篩販售:周一到週六上午8點至12點，周日休息。
5907360226,順康健保藥局,高雄市前鎮區一心二路６７號,120.3099,22.61142,(07)5364438,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,家用快篩販賣時間，每天早上9點開始，售完為止。
5907360566,祥安健保藥局,高雄市前鎮區復興三路３９３號１樓,120.3116,22.61373,(07)3340393,羅氏家用新冠病毒抗原自我檢測套組,74,2022/05/09 08:09:02,無
5907380371,希望藥局,高雄市小港區高坪二十七街４３０號１樓,120.3847,22.5586,(07)8911501,羅氏家用新冠病毒抗原自我檢測套組,134,2022/05/09 08:09:02,9:00-15:00  17:00-21:00  8:30開始販售實名制快篩
5911010097,俊德藥局,基隆市中正區中船路２０號１樓,121.7499,25.13684,(02)24281398,羅氏家用新冠病毒抗原自我檢測套組,58,2022/05/09 08:09:02,上午8點開始販售實名制快篩，慢性處方箋9:00~21:00
5911011227,和平大藥局,基隆市中正區中正路７５０號,121.7696,25.1519,(02)24628151,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,無
5911011334,海大藥局,基隆市中正區新豐街２５５號１樓,121.7879,25.13621,(02)24699222,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,平日：8：30~12：00，15：00~21：30；星期日：~12：00
5911011450,文裕藥局,基隆市中正區八斗街１０號,121.7962,25.13991,(02)24691239,羅氏家用新冠病毒抗原自我檢測套組,62,2022/05/09 08:09:02,星期一至星期六早上8:10開始販售，星期日時間於臉書公布
5911011496,源昌藥局,基隆市中正區北寧路384號1樓,121.7963,25.13946,(02)24691686,羅氏家用新冠病毒抗原自我檢測套組,72,2022/05/09 08:09:02,無
5911011521,禎宸藥局,基隆市中正區中正路１７５號１樓,121.7605,25.14233,(02)24620366,羅氏家用新冠病毒抗原自我檢測套組,45,2022/05/09 08:09:02,無
5911011585,雙鶴藥局,基隆市中正區義一路３５號１樓,121.7456,25.13309,(02)24263193,羅氏家用新冠病毒抗原自我檢測套組,5,2022/05/09 08:09:02,下午14:00開始販售
5911021170,康蘋藥局,基隆市七堵區開元路５９－２號２樓,121.7139,25.09623,(02)24558150,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,快篩試劑週一至週五14 :30週六13:00週日07:30開賣，現場排隊
5911021438,正心藥局,基隆市七堵區南興路１０號１樓,121.7149,25.09755,(02)24563378,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,每日限量78盒， 星期一~六下午13:30發號碼牌，14:00開始販賣，星期日上午9:00發號碼牌，9:30開始販賣，12:00停止領取
5911031327,百福暖暖專業藥局,基隆市暖暖區暖暖街１８９號１樓,121.7357,25.09904,(02)24596999,羅氏家用新冠病毒抗原自我檢測套組,52,2022/05/09 08:09:02,無
5911040273,第一藥局,基隆市仁愛區愛三路１２０號３樓,121.7436,25.12963,(02)24292288,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,快篩試劑每天下午12點發號碼牌，12點20分到14點販售
5911070011,信安藥局,基隆市信義區信二路９９號,121.7548,25.12912,(02)24238551,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,快篩實名制-早上9點開始販售-售完為止-
5912010046,中美藥局,新竹市東區南大里西大路１０２巷３號１樓,120.9708,24.79647,(03)5283828,羅氏家用新冠病毒抗原自我檢測套組,68,2022/05/09 08:09:02,快篩販賣時段:早上8:00現場排隊至售完為止。 週一至週六休息時段12:00-14:00  晚上18:00-19:00  週日整天店休
5912010206,康寧藥局,新竹市東區親仁里東大路１段１７９號,120.971,24.80908,(03)5321797,羅氏家用新冠病毒抗原自我檢測套組,39,2022/05/09 08:09:02,快篩販售時間：8:00
5912010484,聖心藥局,新竹市東區南大里食品路２６９號,120.9736,24.79533,(03)5610697,羅氏家用新冠病毒抗原自我檢測套組,49,2022/05/09 08:09:02,快篩銷售:自早上08:00 營業開始～， 售完為止！
5912011865,長青藥師藥局,新竹市東區民生路１４５號,120.9765,24.81063,(03)5439673,羅氏家用新冠病毒抗原自我檢測套組,62,2022/05/09 08:09:02,快篩實名制上午9；00 開始發放 ，週日不發放
5912012059,幼安藥局,新竹市東區三民里民族路１２８號,120.9775,24.80799,(03)5316337,羅氏家用新冠病毒抗原自我檢測套組,4,2022/05/09 08:09:02,快篩販賣時間 : 早上7:30 點開始至晚上點售完為止
5912012120,仁美藥局,新竹市東區振興里振興路５２號,120.9625,24.79493,(03)5625398,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,週一~週六晚上六點販售（週日店休）不發號碼牌!請不要問我要幾點排隊，我不是九天玄女!盡量不打電話，感恩!!
5912012746,安康藥局,新竹市東區民族路１１２號,120.9771,24.8077,(03)5437048,羅氏家用新冠病毒抗原自我檢測套組,38,2022/05/09 08:09:02,快篩試劑代售時段 : 早上8點到賣完為止送貨時間早上9點到下午2點
5912012773,博弘藥局,新竹市東區南大路３８７號,120.9684,24.79662,(03)5619470,羅氏家用新冠病毒抗原自我檢測套組,57,2022/05/09 08:09:02,快篩試劑販賣時間；上午8:00起至售完為止
5912013261,禾心藥局,新竹市東區民生路２３１號１樓,120.9754,24.81199,(03)5332403,羅氏家用新冠病毒抗原自我檢測套組,44,2022/05/09 08:09:02,無
5912013341,康健藥局,新竹市東區中央路１２８－１號,120.9711,24.80687,(03)5359789,羅氏家用新冠病毒抗原自我檢測套組,55,2022/05/09 08:09:02,快篩販售時段: 早8:00-9:00 售完為止
5912013412,牛津藥局,新竹市東區民族路６２號１樓,120.9756,24.8067,(03)5320780,羅氏家用新冠病毒抗原自我檢測套組,36,2022/05/09 08:09:02,5／9（一）快篩  於早上8:00開始販售。5／10，5／11於9:00開賣。
5912013654,七二八藥局,新竹市東區明湖路１２４５號１樓,120.979,24.76774,(03)5200530,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,5／8政府快篩，已經售完。5／9政府快篩，12:30開始販售。
5912013690,佑全新竹食品藥局,新竹市東區食品路１７０號,120.9764,24.79735,(03)5627307,羅氏家用新冠病毒抗原自我檢測套組,7,2022/05/09 08:09:02,實名制快篩下午2點開賣1點40分發號碼牌實際庫存依物流到貨時間滾動式調整
5912040106,永富大藥局,新竹市北區中山里北門街１８號,120.9661,24.80539,(035)234856,羅氏家用新冠病毒抗原自我檢測套組,63,2022/05/09 08:09:02,口罩販售時間：08:30；除夕晚上休息；其餘國定假日均正常營業
5912040188,健和藥局,新竹市北區大同里大同路１７８號,120.9668,24.80731,(03)5231734,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,快篩周一至周五 12點整開始 售完為止
5912040491,全禾藥局,新竹市北區潛園里集和街２５號,120.9616,24.80483,(03)5249173,羅氏家用新冠病毒抗原自我檢測套組,70,2022/05/09 08:09:02,早上9點半至12點，下午3點至9點
5912040553,新廣德中西藥局,新竹市北區民富里延平路１段１６６號,120.9564,24.80464,(03)5225386,羅氏家用新冠病毒抗原自我檢測套組,12,2022/05/09 08:09:02,快篩劑販售時間：08:00起，售完為止；每日08:00起至21:00為止
5912042208,芳里藥局,新竹市北區延平路一段214巷2號,120.9544,24.80528,(03)5222989,羅氏家用新冠病毒抗原自我檢測套組,37,2022/05/09 08:09:02,星期日營業時間調整為9:00-18:00。快篩販售時間為早上8點，禮拜天為9點
5912042404,豐盛藥局,新竹市北區光華二街３５號,120.9747,24.81816,(03)5335651,羅氏家用新冠病毒抗原自我檢測套組,14,2022/05/09 08:09:02,實名制快篩:早上9點開始發號碼牌，13-22點領取快篩
5912042459,閎安專業藥局,新竹市北區延平路三段６８７號１樓,120.9367,24.8407,(03)5368675,羅氏家用新冠病毒抗原自我檢測套組,8,2022/05/09 08:09:02,快篩販售時間:中午12:00，週日公休
5912042637,中福藥局,新竹市北區中福路８３號,120.9327,24.8408,(03)5366996,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,快篩販售時間：上午09:00
5912042959,躍獅光華藥局,新竹市北區光華東街３６－１號１樓,120.9743,24.81586,(03)5331281,羅氏家用新冠病毒抗原自我檢測套組,71,2022/05/09 08:09:02,實際販售時間:AM08:30
5912051216,健安藥局,新竹市香山區內湖路六十號,120.9058,24.74397,(03)5370111,羅氏家用新冠病毒抗原自我檢測套組,38,2022/05/09 08:09:02,實名制口罩已結束販售
5912051449,金正好藥局,新竹市香山區中華路四段５１２號１樓,120.9324,24.79011,(03)5305525,羅氏家用新冠病毒抗原自我檢測套組,40,2022/05/09 08:09:02,無
5917010126,永大藥局,臺中市中區錦上里民族路１２２號,120.6786,24.14054,(04)22210180,羅氏家用新冠病毒抗原自我檢測套組,5,2022/05/09 08:09:02,09:00開始代售快篩，人多會發號碼牌。5／8上午8點開始販售
5917011945,正三吉藥局,臺中市中區臺灣大道一段９５號,120.6831,24.13911,(04)22207700,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,快篩販售時間 14:00~17:00
5917020060,來安藥局,臺中市東區十甲東路４８８號１樓,120.7073,24.13824,(04)22116977,羅氏家用新冠病毒抗原自我檢測套組,46,2022/05/09 08:09:02,發快篩時間早上8點
5917020104,七星中西藥局,臺中市東區東信里十甲東路４０６巷１號１樓,120.7061,24.13603,(04)22123014,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,無
5917020122,周藥師藥局,臺中市東區合作里力行路５５號１樓,120.6956,24.15085,(04)23606800,羅氏家用新冠病毒抗原自我檢測套組,75,2022/05/09 08:09:02,營業時間早上8:30-12:30 下午2:30-晚上9:00 ｛8:30賣快篩；週日不賣快篩｝
5917021718,中大藥局,臺中市東區十甲路５０５號,120.7109,24.14466,(04)22131348,羅氏家用新冠病毒抗原自我檢測套組,3,2022/05/09 08:09:02,無
5917030066,立安藥局,臺中市西區土庫里忠明南路３４８號,120.6576,24.14276,(04)23719125,羅氏家用新冠病毒抗原自我檢測套組,36,2022/05/09 08:09:02,每天09:00開始依排隊先後序開始發放號碼牌並配售口罩，售完為止。
5917030128,太信藥局,臺中市西區三民路一段９５－１號１樓,120.6698,24.13322,(04)23718318,羅氏家用新冠病毒抗原自我檢測套組,48,2022/05/09 08:09:02,健保卡快篩請0900自備500元／份
5917030226,九和大藥局向上店,臺中市西區向上路一段１９２號１樓,120.6605,24.14684,(04)23020148,羅氏家用新冠病毒抗原自我檢測套組,62,2022/05/09 08:09:02,周一~六08:00開始。周日08:00~中午12:00，下午休息。
5917030388,富永藥局,臺中市西區三民西路１６１號,120.6638,24.12988,(04)23714681,羅氏家用新冠病毒抗原自我檢測套組,5,2022/05/09 08:09:02,郵差送達後，開始快篩發售！
5917030600,永昇藥局,臺中市西區東昇里朝陽街４５號,120.6701,24.13522,(04)23717280,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,九時開賣快篩   周日休息
5917030646,華隆藥局,臺中市西區樂群街６之２號,120.6735,24.14025,(04)22243785,羅氏家用新冠病毒抗原自我檢測套組,76,2022/05/09 08:09:02,上午09:00開始販售快篩試劑，售完為止
5917030726,元泉藥局,臺中市西區公益里中美街２５７號,120.6601,24.14874,(04)23015503,羅氏家用新冠病毒抗原自我檢測套組,63,2022/05/09 08:09:02,固定週一至週六早上8:30開始販售口罩.售完為止
5917032293,祥鶴大藥局,臺中市西區美村路一段六七三號一樓,120.6618,24.13561,(04)23710969,羅氏家用新冠病毒抗原自我檢測套組,44,2022/05/09 08:09:02,固定周一至周日早上８：００售快篩至售完
5917040106,侑民藥局,臺中市南區興大路３９６巷４９號１樓,120.6712,24.11564,(04)22860146,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,週一至週日上午9點販賣防疫快篩試劑
5917040302,元聖藥局,臺中市南區積善里五權南路６５０號１樓,120.6702,24.11416,(04)22627468,羅氏家用新冠病毒抗原自我檢測套組,25,2022/05/09 08:09:02,週一至週日上午9點販賣防疫口罩
5917050424,中心藥局,臺中市北區五權路２７９號１樓,120.6777,24.15169,(04)22012985,羅氏家用新冠病毒抗原自我檢測套組,22,2022/05/09 08:09:02,口罩每日上午8:00發放號碼牌，依序販售。全年無休。
5917050433,松鶴藥局,臺中市北區文莊里篤行路２２４號,120.6738,24.15187,(04)22028790,羅氏家用新冠病毒抗原自我檢測套組,57,2022/05/09 08:09:02,口罩每日上午8:30開始販售，現場排隊售完為止。（全年無休）
5917052928,盈佑藥局,臺中市北區進化路６３９號１樓,120.6941,24.16091,(04)22376737,羅氏家用新冠病毒抗原自我檢測套組,75,2022/05/09 08:09:02,週一至週五上午9點到下午9點賣口罩， 下午12~15點休息，週六下午晚上休息，星期日休息
5917060204,宏光藥局,臺中市西屯區何安里西屯路二段９５之２３號,120.656,24.16535,(04)23137278,羅氏家用新冠病毒抗原自我檢測套組,62,2022/05/09 08:09:02,星期一至六早上8:10分開始販賣快篩試劑（免號碼牌，依序隨到隨售，售完為止。）星期日試劑有到貨貨就賣
5917060331,宏吉藥局,臺中市西屯區大福里長安路二段３１６號１樓,120.6673,24.17773,(04)22910825,羅氏家用新冠病毒抗原自我檢測套組,19,2022/05/09 08:09:02,快篩試劑.防疫口罩.酒精上午7：30開始販售，營業至21:00（週日正常營業）
5917062353,典安大藥局,臺中市西屯區西屯路３段１５９－６０號,120.6177,24.18807,(04)24616571,羅氏家用新冠病毒抗原自我檢測套組,33,2022/05/09 08:09:02,每天10:00發放快篩
5917062531,久揚大藥局,臺中市西屯區工業區一路９８之１６號,120.6138,24.17453,(04)23580738,羅氏家用新冠病毒抗原自我檢測套組,67,2022/05/09 08:09:02,未發號碼牌，星期一至六早上9:00開始販賣口罩，星期日不一定
