醫事機構代碼,醫事機構名稱,醫事機構種類,電話,地址,分區業務組,特約類別,服務項目,診療科別,終止合約或歇業日期,固定看診時段,備註,縣市別代碼
0532090029,國軍桃園總醫院附設民眾診療服務處,醫院,03 -4799595,桃園市龍潭區中興里中興路168號,北區業務組,區域醫院,"復健－物理治療業務,復健－職能治療業務,復健－聽力語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,精神病患者居家照護,兒童牙齒預防保健,精神科日間住院治療,腹膜透析業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,整形外科,職業醫學科,急診醫學科,牙科,麻醉科,放射線科,病理科,核子醫學科,放射腫瘤科,放射診斷科,臨床病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上看診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,68000
0536190011,國軍台中總醫院附設民眾診療服務處,綜合醫院,04 -23934191,臺中市太平區中山路2段348號,中區業務組,區域醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,精神病患者居家照護,兒童牙齒預防保健,婦女乳房檢查,腹膜透析業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,急診醫學科,牙科,麻醉科,放射線科,病理科,核子醫學科,放射腫瘤科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,每日24小時提供急診服務，6月3日上午開設內、外、骨科診，下午開設內、外科診,66000
0545040515,國軍花蓮總醫院附設民眾診療服務處,綜合醫院,03 -8263151,花蓮縣新城鄉嘉里路163號,東區業務組,區域醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,精神病患者居家照護,婦女乳房檢查,精神科日間住院治療,腹膜透析業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,神經科,精神科,復健科,整形外科,急診醫學科,牙科,中醫一般科,麻醉科,放射線科,解剖病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上休診、星期六晚上休診、星期日晚上休診,本院提供急診24小時醫療服務。,10015
0622020017,臺中榮民總醫院嘉義分院,綜合醫院,05 -2359630,嘉義市西區劉厝里世賢路2段600號,南區業務組,區域醫院,"復健－物理治療業務,復健－職能治療業務,住院安寧療護,安寧居家療護(甲類),復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,精神病患者居家照護,兒童牙齒預防保健,婦女乳房檢查,精神科日間住院治療,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,神經科,精神科,復健科,整形外科,職業醫學科,急診醫學科,牙科,中醫一般科,放射線科,病理科,核子醫學科,放射腫瘤科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上看診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,10020
0632010014,臺北榮民總醫院桃園分院,綜合醫院,03 -3384889,桃園市桃園區成功路三段100號,北區業務組,區域醫院,"復健－物理治療業務,復健－職能治療業務,住院安寧療護,安寧居家療護(甲類),門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,精神病患者居家照護,兒童牙齒預防保健,精神科日間住院治療,腹膜透析業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,整形外科,急診醫學科,牙科,麻醉科,放射診斷科,解剖病理科,臨床病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,本院提供24小時急診服務。,68000
0902080013,阮綜合醫療社團法人阮綜合醫院,綜合醫院,07 -3351121,高雄市苓雅區成功一路162號.四維四路136號.166號.永昌街49號,高屏業務組,區域醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,義肢業務,婦女乳房檢查,腹膜透析業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,整形外科,急診醫學科,牙科,口腔顎面外科,麻醉科,病理科,核子醫學科,放射腫瘤科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,急救責任醫院，急診服務時段為24小時(全年),64000
0905320023,台南市立醫院(委託秀傳醫療社團法人經營),綜合醫院,06 -2609926,臺南市東區崇德路670號,南區業務組,區域醫院,"復健－物理治療業務,復健－職能治療業務,安寧居家療護(甲類),復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,精神病患者居家照護,兒童牙齒預防保健,婦女乳房檢查,精神科日間住院治療,腹膜透析業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,整形外科,職業醫學科,急診醫學科,牙科,牙體復形科,牙髓病科,家庭牙醫科,中醫一般科,麻醉科,放射診斷科,解剖病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,本院24小時急診服務,10021
0917070029,林新醫療社團法人林新醫院,綜合醫院,04 -22586688,臺中市南屯區惠中路3段36號,中區業務組,區域醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,兒童牙齒預防保健,婦女乳房檢查,腹膜透析業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,整形外科,急診醫學科,牙科,麻醉科,病理科,核子醫學科,放射腫瘤科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,國定假日全天及週六上午均有門診；急診24小時由主治醫師全天候為您服務,66000
0932020025,天成醫療社團法人天晟醫院,醫院,03 -4629292,桃園市中壢區延平路155號,北區業務組,區域醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,兒童牙齒預防保健,婦女乳房檢查,腹膜透析業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,職業醫學科,急診醫學科,牙科,麻醉科,放射線科,病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,急診24小時服務；如國定連假開診服務，請參考本院網頁或來電諮詢,68000
0933050018,東元醫療社團法人東元綜合醫院,綜合醫院,03 -5527000,新竹縣竹北市縣政二路69號,北區業務組,區域醫院,"安寧居家療護(乙類),復健－物理治療業務,復健－職能治療業務,復健－聽力語言治療業務,安寧居家療護(甲類),復健－聽力檢查業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,居家照護,分娩,精神病患者居家照護,兒童牙齒預防保健,婦女乳房檢查,精神科日間住院治療,腹膜透析業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,神經科,精神科,復健科,職業醫學科,急診醫學科,牙科,牙髓病科,口腔顎面外科,麻醉科,放射診斷科,臨床病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,10004
0936030018,李綜合醫療社團法人大甲李綜合醫院,綜合醫院,04 -26862288,臺中市大甲區八德街2號,中區業務組,區域醫院,"安寧居家療護(乙類),復健－物理治療業務,復健－職能治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,婦女乳房檢查,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,神經科,精神科,復健科,急診醫學科,麻醉科,放射診斷科,解剖病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,星期一至星期日提供24小時急診服務,66000
0936050029,光田醫療社團法人光田綜合醫院,綜合醫院,04 -26625111,臺中市沙鹿區沙田路117號,中區業務組,區域醫院,"復健－物理治療業務,復健－職能治療業務,住院安寧療護,安寧居家療護(甲類),復健－聽力檢查業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,精神病患者居家照護,義肢業務,兒童牙齒預防保健,婦女乳房檢查,精神科日間住院治療,腹膜透析業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","不分科,家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,整形外科,急診醫學科,牙科,口腔病理科,中醫一般科,麻醉科,放射線科,病理科,核子醫學科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,急診24小時看診。,66000
0936060016,童綜合醫療社團法人童綜合醫院,綜合醫院,04 -26581919,臺中市梧棲區臺灣大道八段699號,中區業務組,區域醫院,"復健－物理治療業務,復健－職能治療業務,住院安寧療護,安寧居家療護(甲類),復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,精神病患者居家照護,兒童牙齒預防保健,婦女乳房檢查,精神科日間住院治療,腹膜透析業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,整形外科,職業醫學科,急診醫學科,牙科,齒顎矯正科,口腔顎面外科,口腔病理科,中醫一般科,麻醉科,核子醫學科,放射腫瘤科,放射診斷科,解剖病理科,臨床病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,星期一至星期日提供24小時急診服務,66000
0937010019,秀傳醫療社團法人秀傳紀念醫院,綜合醫院,04 -7256166,彰化縣彰化市南瑤里中山路1段542號,中區業務組,區域醫院,"復健－物理治療業務,復健－職能治療業務,復健－聽力檢查業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,居家照護,分娩,精神病患者居家照護,兒童牙齒預防保健,婦女乳房檢查,腹膜透析業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","不分科,家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,整形外科,職業醫學科,急診醫學科,牙科,牙髓病科,牙周病科,齒顎矯正科,兒童牙科,口腔顎面外科,家庭牙醫科,中醫一般科,麻醉科,放射線科,病理科,核子醫學科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,"週日部份開診,提供24小時急診服務,春節初三至初五上午部份開診",10007
0943010017,寶建醫療社團法人寶建醫院,綜合醫院,08 -7665995,屏東縣屏東市中山路119.123號.自由路650－1號Ｂ1,高屏業務組,區域醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,義肢業務,婦女乳房檢查,精神科日間住院治療,腹膜透析業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,整形外科,急診醫學科,牙科,麻醉科,放射腫瘤科,放射診斷科,解剖病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,急診服務時段為24小時，初四、初五恢復上午、下午門診看診，夜診休診。,10013
0943030019,安泰醫療社團法人安泰醫院,綜合醫院,08 -8329966,屏東縣東港鎮興東里中正路一段210號,高屏業務組,區域醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,精神病患者居家照護,義肢業務,婦女乳房檢查,腹膜透析業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,神經科,精神科,復健科,整形外科,急診醫學科,牙科,麻醉科,核子醫學科,放射腫瘤科,放射診斷科,解剖病理科,臨床病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,10013
1101010021,基督復臨安息日會醫療財團法人臺安醫院,綜合醫院,02 -27718151,臺北市松山區八德路2段424、426號,臺北業務組,區域醫院,"復健－物理治療業務,復健－職能治療業務,安寧居家療護(甲類),復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,兒童牙齒預防保健,腹膜透析業務,結核病,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,整形外科,職業醫學科,急診醫學科,牙科,口腔顎面外科,麻醉科,放射線科,病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000
1101160017,振興醫療財團法人振興醫院,綜合醫院,02 -28264400,臺北市北投區振興街45號,臺北業務組,區域醫院,"復健－物理治療業務,復健－職能治療業務,住院安寧療護,安寧居家療護(甲類),復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,兒童牙齒預防保健,精神科日間住院治療,結核病,口腔黏膜檢查,定量免疫法糞便潛血檢查","不分科,家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,整形外科,急診醫學科,牙科,中醫一般科,麻醉科,核子醫學科,放射腫瘤科,放射診斷科,解剖病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,24小時急診服務,63000
1101160026,醫療財團法人辜公亮基金會和信治癌中心醫院,綜合醫院,02 -28970011,臺北市北投區立德路125號,臺北業務組,區域醫院,"復健－物理治療業務,復健－職能治療業務,住院安寧療護,安寧居家療護(甲類),復健－語言治療業務,門診診療,住院診療,血液透析,成人預防保健,婦女子宮頸抹片檢查,結核病,口腔黏膜檢查,定量免疫法糞便潛血檢查","不分科,內科,外科,兒科,婦產科,神經外科,泌尿科,耳鼻喉科,眼科,神經科,精神科,復健科,整形外科,牙科,麻醉科,放射線科,病理科,核子醫學科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000
1102110011,高雄市立小港醫院（委託財團法人私立高雄醫學大學經營）,綜合醫院,07 -8036783,高雄市小港區山明里山明路482號Ｂ1－10樓,高屏業務組,區域醫院,"復健－物理治療業務,復健－職能治療業務,住院安寧療護,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,精神病患者居家照護,義肢業務,兒童牙齒預防保健,婦女乳房檢查,精神科日間住院治療,腹膜透析業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,職業醫學科,急診醫學科,牙科,麻醉科,放射診斷科,解剖病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,本院急診全年24小時全天候看診,64000
1105040016,台灣基督長老教會新樓醫療財團法人麻豆新樓醫院,綜合醫院,06 -5702228,臺南市麻豆區麻佳路一段207號,南區業務組,區域醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,義肢業務,兒童牙齒預防保健,婦女乳房檢查,腹膜透析業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,整形外科,職業醫學科,急診醫學科,牙科,口腔顎面外科,中醫一般科,麻醉科,放射診斷科,解剖病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,急診全年無休。遇天然災害發生時.本院依台南市政府宣布停止上班時段。04.04至04.05-門診全休。,10021
1111060015,長庚醫療財團法人基隆長庚紀念醫院,綜合醫院,02 -24313131,基隆市安樂區麥金路222號、基隆市麥金路201號,臺北業務組,區域醫院,"復健－物理治療業務,復健－職能治療業務,住院安寧療護,安寧居家療護(甲類),復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,精神病患者居家照護,兒童牙齒預防保健,精神科日間住院治療,腹膜透析業務,結核病,口腔黏膜檢查,定量免疫法糞便潛血檢查","不分科,家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,整形外科,職業醫學科,急診醫學科,牙科,復補綴牙科,兒童牙科,家庭牙醫科,中醫一般科,麻醉科,放射線科,病理科,核子醫學科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,10017
1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,綜合醫院,03 -6119595,新竹市東區光復路二段690號,北區業務組,區域醫院,"復健－物理治療業務,復健－職能治療業務,復健－聽力檢查業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,兒童牙齒預防保健,婦女乳房檢查,精神科日間住院治療,腹膜透析業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,整形外科,急診醫學科,牙科,齒顎矯正科,兒童牙科,口腔顎面外科,麻醉科,核子醫學科,放射腫瘤科,放射診斷科,解剖病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,提供急診24小時服務。,10018
1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,綜合醫院,06 -2748316,臺南市東區泉北里東門路1段57號,南區業務組,區域醫院,"復健－物理治療業務,復健－職能治療業務,住院安寧療護,安寧居家療護(甲類),復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,義肢業務,兒童牙齒預防保健,婦女乳房檢查,精神科日間住院治療,腹膜透析業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,整形外科,職業醫學科,急診醫學科,牙科,口腔顎面外科,中醫一般科,麻醉科,核子醫學科,放射腫瘤科,放射診斷科,解剖病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,急診全年無休。遇天然災害發生時.本院依台南市政府宣布停止上班時段。,10021
1122010012,戴德森醫療財團法人嘉義基督教醫院,綜合醫院,05 -2765041,嘉義市東區中庄里忠孝路539號、642號、保健街100號,南區業務組,區域醫院,"安寧居家療護(乙類),復健－物理治療業務,復健－職能治療業務,住院安寧療護,安寧居家療護(甲類),復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,精神病患者居家照護,義肢業務,兒童牙齒預防保健,婦女乳房檢查,精神科日間住院治療,腹膜透析業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,整形外科,職業醫學科,急診醫學科,牙科,牙髓病科,齒顎矯正科,口腔顎面外科,中醫一般科,麻醉科,放射線科,病理科,核子醫學科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,10020
